10113;1394831287.0;23;Friday;20;1;
10113;1394831890.0;23;Friday;20;1;
10113;1394832493.0;23;Friday;20;1;
10113;1394833097.0;23;Friday;20;1;
10113;1394833701.0;23;Friday;20;1;
10113;1394834304.0;23;Friday;20;1;
7018;1394831036.0;23;Friday;12;8;
7018;1394831415.0;23;Friday;11;9;
7018;1394832019.0;23;Friday;11;9;
7018;1394832199.0;23;Friday;9;11;
